-3.3957536,-11.5677450
-3.4359343,-11.3724188
-3.4691699,-11.1760126
-3.4959632,-10.9784641
-3.5166466,-10.7803186
-3.5316052,-10.5815127
-3.5411763,-10.3823710
-3.5457132,-10.1831031
-3.5455692,-9.9836954
-3.5410863,-9.7843958
-3.5325950,-9.5851417
-3.5204295,-9.3862344
-3.5048796,-9.1873938
-3.4862583,-8.9888342
-3.4648785,-8.7908845
-3.4409563,-8.5927601
-3.4150648,-8.3952442
-3.3875118,-8.1979373
-3.3584655,-8.0008071
-3.3280242,-7.8038568
-3.2963681,-7.6069411
-3.2638932,-7.4104098
-3.2308801,-7.2137940
-3.1977061,-7.0171479
-3.1647798,-6.8206414
-3.1324195,-6.6238804
-3.1010470,-6.4270000
-3.0710752,-6.2299647
-3.0428816,-6.0325799
-3.0168667,-5.8349591
-2.9933687,-5.6370760
-2.9726102,-5.4387620
-2.9548224,-5.2403710
-2.9402355,-5.0416401
-2.9291312,-4.8423634
-2.9218447,-4.6434045
-2.9185564,-4.4440051
-2.9194611,-4.2446137
-2.9247029,-4.0454369
-2.9343788,-3.8461781
-2.9484675,-3.6474011
-2.9668524,-3.4488390
-2.9891825,-3.2507214
-3.0149213,-3.0529014
-3.0431668,-2.8555044
-3.0727364,-2.6583221
-3.1020851,-2.4607578
-3.1291483,-2.2637713
-3.1518362,-2.0653772
-3.1669038,-1.8665241
-3.1694257,-1.6678636
-3.1526185,-1.4680477
-3.1100858,-1.2723109
-3.0391713,-1.0877218
-2.9382051,-0.9144711
-2.8164335,-0.7582357
-2.6802243,-0.6193962
-2.5252468,-0.4959069
-2.3508321,-0.3940803
-2.1650092,-0.3211874
-1.9717155,-0.2739189
-1.7731999,-0.2460127
-1.5743903,-0.2310253
-1.3750089,-0.2227018
-1.1757463,-0.2175288
-0.9764014,-0.2135926
-0.7770215,-0.2095203
-0.5778500,-0.2044029
-0.3784932,-0.1977508
-0.1793719,-0.1894979
0.0196968,-0.1798520
0.2188327,-0.1693033
0.4178089,-0.1585750
0.6169223,-0.1485147
0.8161494,-0.1401179
1.0152902,-0.1344307
1.2147118,-0.1324224
1.4140691,-0.1348434
1.6130959,-0.1423905
1.8121248,-0.1557638
2.0104799,-0.1754789
2.2078745,-0.2019333
2.4045045,-0.2355102
2.5995762,-0.2763801
2.7928278,-0.3246736
2.9842770,-0.3805045
3.1732677,-0.4437384
3.3596093,-0.5143369
3.5430792,-0.5922351
3.7232975,-0.6772390
3.9002085,-0.7692078
4.0733434,-0.8676568
4.2428645,-0.9722770
4.4090160,-1.0828997
4.5709025,-1.1986006
4.7294181,-1.3195696
4.8843866,-1.4453435
5.0353266,-1.5753253
5.1825871,-1.7098820
5.3256351,-1.8487451
5.4643731,-1.9921005
5.5983775,-2.1397302
5.7274733,-2.2916136
5.8517045,-2.4479694
5.9703373,-2.6079220
6.0837468,-2.7719622
6.1919009,-2.9400484
6.2940845,-3.1108940
6.3905553,-3.2849643
6.4814178,-3.4631266
6.5659657,-3.6433044
6.6442768,-3.8259896
6.7172329,-4.0113537
6.7893065,-4.1972447
6.8650941,-4.3813194
6.9470471,-4.5627936
7.0357214,-4.7414939
7.1307212,-4.9163974
7.2318156,-5.0874805
7.3392565,-5.2551008
7.4536166,-5.4196378
7.5728128,-5.5776269
7.6993575,-5.7314181
7.8332289,-5.8813161
7.9705181,-6.0243717
8.1136776,-6.1638001
8.2608343,-6.2987757
8.4107334,-6.4302758
8.5616964,-6.5609754
8.7112520,-6.6931447
8.8581536,-6.8284211
9.0006983,-6.9673695
9.1392108,-7.1122042
9.2706162,-7.2613137
9.3956995,-7.4170975
9.5131703,-7.5794324
9.6209531,-7.7458602
9.7199206,-7.9179246
9.8096731,-8.0958258
9.8894730,-8.2768247
9.9604516,-8.4626903
10.0217138,-8.6536424
10.0707269,-8.8457096
10.1073133,-9.0417724
10.1308448,-9.2404320
10.1419706,-9.4392441
10.1431512,-9.6384579
10.1364245,-9.8380431
10.1235201,-10.0367044
10.1059033,-10.2350230
10.0848850,-10.4338284
10.0622228,-10.6307917
10.0395575,-10.8284596
10.0180606,-11.0272155
9.9982827,-11.2247054
9.9797678,-11.4250483
9.9628914,-11.6227769
9.9472571,-11.8223668
9.9330663,-12.0212769
9.9201235,-12.2206591
9.9082840,-12.4198677
9.8971971,-12.6195473
9.8864838,-12.8180383
9.8753041,-13.0185540
9.8630807,-13.2157435
9.8481469,-13.4164534
9.8290767,-13.6150769
9.8039339,-13.8103371
9.7690902,-14.0082513
9.7223831,-14.2012706
9.6602360,-14.3889375
9.5786333,-14.5706871
9.4753499,-14.7407741
9.3477361,-14.8932374
