0.000000,0.000000
-0.438290,-0.037200
-0.876584,-0.074357
-1.314882,-0.111471
-1.753183,-0.148545
-2.191487,-0.185579
-2.629794,-0.222574
-3.068104,-0.259533
-3.506417,-0.296456
-3.944732,-0.333344
-4.383050,-0.370199
-4.821371,-0.407022
-5.259694,-0.443815
-5.698018,-0.480578
-6.136346,-0.517313
-6.574674,-0.554021
-7.013005,-0.590704
-7.451338,-0.627362
-7.889672,-0.663998
-8.328007,-0.700612
-8.766344,-0.737205
-9.204681,-0.773779
-9.643020,-0.810335
-10.081360,-0.846875
-10.519701,-0.883399
-10.958042,-0.919910
-11.396384,-0.956408
-11.834726,-0.992894
-12.273068,-1.029370
-12.711411,-1.065837
-13.149753,-1.102296
-13.588096,-1.138749
-14.026438,-1.175197
-14.464780,-1.211642
-14.903121,-1.248083
-15.341462,-1.284524
-15.779802,-1.320964
-16.218141,-1.357406
-16.656480,-1.393851
-17.094817,-1.430299
-17.533152,-1.466753
-17.971487,-1.503213
-18.409820,-1.539680
-18.848151,-1.576157
-19.286481,-1.612644
-19.724808,-1.649142
-20.163134,-1.685654
-20.601458,-1.722179
-21.039779,-1.758717
-21.478099,-1.795268
-21.916417,-1.831832
-22.354734,-1.868408
-22.793049,-1.904996
-23.231363,-1.941596
-23.669675,-1.978208
-24.107986,-2.014830
-24.546296,-2.051463
-24.984605,-2.088106
-25.422913,-2.124759
-25.861221,-2.161422
-26.299528,-2.198095
-26.737834,-2.234776
-27.176140,-2.271466
-27.614446,-2.308164
-28.052751,-2.344871
-28.491057,-2.381585
-28.929362,-2.418306
-29.367668,-2.455035
-29.805974,-2.491770
-30.244280,-2.528511
-30.682587,-2.565259
-31.120894,-2.602012
-31.559202,-2.638771
-31.997511,-2.675534
-32.435821,-2.712303
-32.874132,-2.749075
-33.312444,-2.785852
-33.750757,-2.822633
-34.189072,-2.859416
-34.627388,-2.896203
-35.065706,-2.932993
-35.504025,-2.969785
-35.942346,-3.006579
-36.380670,-3.043374
-36.818995,-3.080171
