0.018646,-0.059776
0.170158,-0.058669
0.321262,-0.057878
0.472144,-0.057806
0.622915,-0.058720
0.773636,-0.060764
0.924340,-0.063984
1.075040,-0.068343
1.225745,-0.073727
1.376465,-0.079964
1.527216,-0.086823
1.678025,-0.094029
1.828930,-0.101266
1.979979,-0.108177
2.131231,-0.114360
2.282756,-0.119362
2.434621,-0.122676
2.586895,-0.123732
2.739626,-0.121850
2.892829,-0.116215
3.046464,-0.105880
3.200394,-0.089783
3.354417,-0.066744
3.507889,-0.035515
3.659397,0.004830
3.807351,0.054664
3.950169,0.113970
4.086351,0.182333
4.214586,0.259035
4.333879,0.343170
4.443668,0.433843
4.543913,0.530416
4.635016,0.632777
4.718024,0.741701
4.793936,0.858280
4.862103,0.983009
4.920815,1.115711
4.968320,1.255525
5.003076,1.400985
5.024107,1.550188
5.030998,1.701031
5.023798,1.851397
5.002906,1.999292
4.968958,2.142900
4.922804,2.281155
4.865334,2.413840
4.797082,2.540402
4.718601,2.660058
4.630616,2.772007
4.534028,2.875498
4.429878,2.969920
4.319280,3.054846
4.203323,3.130053
4.082969,3.195511
3.958960,3.251336
3.830927,3.298378
3.697685,3.338011
3.558816,3.370335
3.414580,3.395217
3.265677,3.412658
3.112981,3.423158
2.957304,3.428009
2.799256,3.429342
2.639258,3.429983
2.477657,3.433139
2.314895,3.441945
2.151968,3.458869
1.990930,3.485553
1.834177,3.523106
1.684243,3.571723
1.543669,3.630708
1.414772,3.698478
1.299344,3.772773
1.198304,3.851074
1.111262,3.931264
1.036526,4.012353
0.970220,4.096160
0.906148,4.188819
0.840566,4.294969
0.775206,4.415549
0.712675,4.549242
0.655435,4.693224
0.604656,4.844153
0.559764,4.998782
0.518587,5.154246
0.478094,5.308109
0.435207,5.458238
0.387613,5.603405
0.334215,5.744140
0.274269,5.880890
0.206911,6.013177
0.131692,6.140441
0.048359,6.261904
-0.043121,6.376675
-0.142545,6.483816
-0.249494,6.582405
-0.363375,6.671552
-0.483426,6.750451
-0.608726,6.818455
-0.738242,6.875111
-0.870895,6.920155
-1.005618,6.953512
-1.141421,6.975283
-1.277453,6.985670
-1.413044,6.984901
-1.547719,6.973162
-1.681184,6.950535
-1.813300,6.916942
-1.944006,6.872104
-2.073464,6.815595
-2.201136,6.747267
-2.325464,6.667100
-2.444738,6.575501
-2.557343,6.473304
-2.661861,6.361700
-2.757148,6.242142
-2.842387,6.116254
-2.917120,5.985725
-2.981293,5.852187
-3.035243,5.717028
-3.080287,5.580385
-3.118399,5.441190
-3.150431,5.298785
-3.176973,5.153007
-3.198529,5.004126
-3.215621,4.852746
-3.228848,4.699680
-3.238879,4.545849
-3.246398,4.392185
-3.252145,4.239581
-3.256832,4.088676
-3.260722,3.939148
-3.263963,3.790210
-3.267110,3.641501
-3.270478,3.492689
-3.274223,3.343520
-3.278275,3.193767
-3.282316,3.043217
-3.285782,2.891662
-3.287899,2.738896
-3.287727,2.584744
-3.284176,2.429018
-3.275936,2.271922
-3.261711,2.114413
-3.240462,1.957692
-3.211378,1.803064
-3.174052,1.651910
-3.128505,1.505605
-3.075127,1.365397
-3.014554,1.232272
-2.947508,1.106774
-2.874564,0.988960
-2.795844,0.877796
-2.711013,0.771575
-2.619540,0.669693
-2.520951,0.572426
-2.415006,0.480359
-2.301761,0.394311
-2.181602,0.315097
-2.055187,0.243395
-1.923347,0.179710
-1.786985,0.124362
-1.647034,0.077504
-1.504130,0.038855
-1.358337,0.007492
-1.209788,-0.017172
-1.058857,-0.035644
-0.906052,-0.048583
-0.751951,-0.056783
-0.597140,-0.061166
-0.442184,-0.062713
-0.287603,-0.062405
-0.133864,-0.061158
