-4.219245,60.398733
-3.973399,60.013651
-3.727765,59.628434
-3.482362,59.243070
-3.237204,58.857549
-2.992289,58.471873
-2.747602,58.086051
-2.503128,57.700093
-2.258853,57.314008
-2.014762,56.927806
-1.770839,56.541495
-1.527072,56.155086
-1.283444,55.768587
-1.039941,55.382008
-0.796549,54.995359
-0.553252,54.608648
-0.310036,54.221886
-0.066887,53.835081
0.176212,53.448243
0.419273,53.061381
0.662312,52.674505
0.905344,52.287625
1.148383,51.900748
1.391444,51.513886
1.634543,51.127047
1.877692,50.740241
2.120908,50.353477
2.364204,49.966764
2.607597,49.580112
2.851099,49.193530
3.094727,48.807028
3.338494,48.420615
3.582416,48.034301
3.826507,47.648094
4.070782,47.262005
4.315255,46.876042
4.559942,46.490215
4.804857,46.104533
5.050014,45.719006
5.295416,45.333635
5.541040,44.948406
5.786863,44.563304
6.032859,44.178312
6.279004,43.793416
6.525274,43.408600
6.771645,43.023848
7.018091,42.639144
7.264588,42.254475
7.511113,41.869822
7.757639,41.485172
8.004144,41.100509
8.250602,40.715816
8.496989,40.331079
8.743281,39.946283
8.989453,39.561410
9.235480,39.176447
9.481340,38.791378
9.727012,38.406190
9.972479,38.020872
10.217722,37.635412
10.462721,37.249797
10.707459,36.864015
10.951917,36.478055
11.196075,36.091905
11.439917,35.705551
11.683422,35.318983
11.926572,34.932189
12.169349,34.545155
12.411734,34.157871
12.653709,33.770324
12.895254,33.382502
13.136351,32.994393
13.376982,32.605986
13.617165,32.217291
13.856984,31.828364
14.096530,31.439262
14.335896,31.050045
14.575173,30.660771
14.814453,30.271500
15.053826,29.882291
15.293386,29.493202
15.533223,29.104292
15.773429,28.715621
16.014096,28.327247
16.255315,27.939228
16.497179,27.551625
16.739778,27.164495
16.983204,26.777898
17.227549,26.391893
17.472904,26.006538
17.719327,25.621870
17.966756,25.237850
18.215109,24.854424
18.464302,24.471540
18.714254,24.089143
18.964881,23.707181
19.216099,23.325599
19.467827,22.944345
19.719980,22.563366
19.972477,22.182606
20.225233,21.802014
20.478166,21.421536
20.731193,21.041117
20.984231,20.660706
21.237197,20.280248
21.490007,19.899690
