0.400000,0.000000,-0.000000,2.000000,-0.008473,0.500000,-0.000397,-0.039478
0.500000,-0.000397,-0.039478,2.000000,-0.008086,0.599990,-0.003445,-0.026344
0.599990,-0.003445,-0.026344,1.800000,-0.007848,0.689984,-0.004627,-0.031732
0.689984,-0.004627,-0.031732,1.620000,-0.007168,0.770983,-0.005135,-0.034518
0.770983,-0.005135,-0.034518,1.458000,-0.006735,0.843882,-0.005499,-0.039082
0.843882,-0.005499,-0.039082,1.312200,-0.006420,0.909493,-0.005624,-0.041245
0.909493,-0.005624,-0.041245,1.180980,-0.005939,0.968542,-0.005757,-0.045021
0.968542,-0.005757,-0.045021,1.062882,-0.005345,1.021687,-0.005715,-0.046725
1.021687,-0.005715,-0.046725,0.956594,-0.004747,1.069517,-0.005726,-0.049922
1.069517,-0.005726,-0.049922,0.860934,-0.004065,1.112565,-0.005587,-0.051245
1.112565,-0.005587,-0.051245,0.774841,-0.003179,1.151308,-0.005526,-0.053983
1.151308,-0.005526,-0.053983,0.697357,-0.002303,1.186177,-0.005330,-0.054985
1.186177,-0.005330,-0.054985,0.627621,-0.001231,1.217559,-0.005231,-0.057352
1.217559,-0.005231,-0.057352,0.564859,-0.000008,1.245812,-0.001913,-0.019093
1.245812,-0.001913,-0.019093,0.508373,-0.000410,1.271225,-0.004111,-0.049986
1.271225,-0.004111,-0.049986,0.457536,0.000136,1.294108,0.001673,0.021783
1.294108,0.001673,0.021783,0.411782,-0.000043,1.314698,0.000383,0.005929
1.314698,0.000383,0.005929,0.370604,-0.002191,1.333224,-0.003403,-0.044719
1.333224,-0.003403,-0.044719,0.333544,-0.002116,1.349899,-0.004101,-0.058430
1.349899,-0.004101,-0.058430,0.300189,-0.000759,1.364908,-0.004169,-0.063710
1.364908,-0.004169,-0.063710,0.270170,0.000609,1.378422,0.002118,0.017789
1.378422,0.002118,0.017789,0.243153,0.001362,1.390575,0.004119,0.052822
1.390575,0.004119,0.052822,0.218838,-0.000479,1.401522,-0.001877,-0.020862
1.401522,-0.001877,-0.020862,0.196954,-0.001426,1.411365,-0.003865,-0.054250
1.411365,-0.003865,-0.054250,0.177259,0.000093,1.420233,-0.000920,-0.021605
1.420233,-0.000920,-0.021605,0.159533,0.002446,1.428206,0.003495,0.041884
1.428206,0.003495,0.041884,0.143580,0.002447,1.435383,0.004051,0.060410
1.435383,0.004051,0.060410,0.129222,0.001267,1.441845,0.003874,0.067102
1.441845,0.003874,0.067102,0.116299,0.000603,1.447661,0.003469,0.068504
1.447661,0.003469,0.068504,0.104670,-0.000778,1.452895,-0.003461,-0.027823
1.452895,-0.003461,-0.027823,0.094203,0.001789,1.457608,0.001560,0.028475
1.457608,0.001560,0.028475,0.084782,0.004268,1.461844,0.003365,0.057911
1.461844,0.003365,0.057911,0.076304,0.007042,1.465659,0.003402,0.066332
1.465659,0.003402,0.066332,0.068674,0.007884,1.469093,0.003228,0.069917
1.469093,0.003228,0.069917,0.061806,0.011500,1.472184,0.002920,0.070310
1.472184,0.002920,0.070310,0.055626,0.013295,1.474966,0.002799,0.071378
1.474966,0.002799,0.071378,0.050063,0.016169,1.477469,0.002603,0.070970
1.477469,0.002603,0.070970,0.045057,0.022165,1.479722,0.002574,0.071767
1.479722,0.002574,0.071767,0.040551,0.027111,1.481750,0.002442,0.071259
1.481750,0.002442,0.071259,0.036496,0.035336,1.483553,0.008405,0.158088
1.483553,0.008405,0.158088,0.032846,0.041266,1.485187,0.009707,0.197798
1.485187,0.009707,0.197798,0.029562,0.047505,1.486669,0.009088,0.209672
1.486669,0.009088,0.209672,0.026606,0.052152,1.488004,0.008405,0.214412
1.488004,0.008405,0.214412,0.023945,0.059717,1.489205,0.007754,0.215214
1.489205,0.007754,0.215214,0.021551,0.066403,1.490242,0.013355,0.302722
1.490242,0.013355,0.302722,0.019395,0.074976,1.491203,0.014395,0.342860
1.491203,0.014395,0.342860,0.017456,0.079552,1.492083,0.013598,0.354934
1.492083,0.013598,0.354934,0.015710,0.086858,1.492875,0.012799,0.359754
1.492875,0.012799,0.359754,0.014139,0.092256,1.493588,0.012076,0.360587
1.493588,0.012076,0.360587,0.012725,0.101489,1.494170,0.017627,0.448230
1.494170,0.017627,0.448230,0.011453,0.107443,1.494730,0.018621,0.488508
1.494730,0.018621,0.488508,0.010308,0.114370,1.495256,0.017788,0.500637
1.495256,0.017788,0.500637,0.009277,0.118600,1.495729,0.016967,0.505459
1.495729,0.016967,0.505459,0.008349,0.125982,1.496155,0.016231,0.506275
1.496155,0.016231,0.506275,0.007514,0.131938,1.496460,0.021775,0.593965
1.496460,0.021775,0.593965,0.006763,0.139009,1.496784,0.022756,0.634297
1.496784,0.022756,0.634297,0.006087,0.142769,1.497101,0.021914,0.646434
1.497101,0.021914,0.646434,0.005478,0.147458,1.497386,0.021089,0.651234
1.497386,0.021089,0.651234,0.004930,0.151455,1.497643,0.020353,0.652019
1.497643,0.020353,0.652019,0.004437,0.157193,1.497870,0.019966,0.653180
1.497870,0.019966,0.653180,0.003993,0.163728,1.497973,0.026234,0.752432
1.497973,0.026234,0.752432,0.003594,0.166692,1.498147,0.026567,0.783367
1.498147,0.026567,0.783367,0.003235,0.168688,1.498322,0.025817,0.794147
1.498322,0.025817,0.794147,0.002911,0.169759,1.498483,0.024930,0.796819
1.498483,0.024930,0.796819,0.002620,0.170805,1.498622,0.024394,0.798561
1.498622,0.024394,0.798561,0.002358,0.172402,1.498748,0.023933,0.798336
1.498748,0.023933,0.798336,0.002122,0.173977,1.498857,0.023746,0.799142
1.498857,0.023746,0.799142,0.001910,0.176171,1.498956,0.023522,0.798609
1.498956,0.023522,0.798609,0.001719,0.178520,1.499042,0.023486,0.799308
1.499042,0.023486,0.799308,0.001547,0.181556,1.499122,0.023357,0.798732
1.499122,0.023357,0.798732,0.001392,0.184738,1.499191,0.023378,0.799410
1.499191,0.023378,0.799410,0.001253,0.188755,1.499255,0.023283,0.798822
1.499255,0.023283,0.798822,0.001128,0.192665,1.499207,0.029256,0.886076
1.499207,0.029256,0.886076,0.001015,0.196168,1.499233,0.030503,0.926269
1.499233,0.030503,0.926269,0.000914,0.196467,1.499292,0.029825,0.938306
1.499292,0.029825,0.938306,0.000822,0.196821,1.499348,0.029107,0.943008
1.499348,0.029107,0.943008,0.000740,0.196152,1.499397,0.028443,0.943697
1.499397,0.028443,0.943697,0.000666,0.196182,1.499437,0.028109,0.944766
1.499437,0.028109,0.944766,0.000599,0.195494,1.499473,0.027792,0.944291
1.499473,0.027792,0.944291,0.000539,0.195435,1.499501,0.027701,0.944985
1.499501,0.027701,0.944985,0.000485,0.194868,1.499529,0.027542,0.944387
1.499529,0.027542,0.944387,0.000437,0.194660,1.499550,0.027548,0.945039
1.499550,0.027548,0.945039,0.000393,0.194177,1.499572,0.027447,0.944426
1.499572,0.027447,0.944426,0.000354,0.193661,1.499589,0.027489,0.945071
1.499589,0.027489,0.945071,0.000319,0.193085,1.499606,0.027410,0.944453
1.499606,0.027410,0.944453,0.000287,0.193113,1.499620,0.027464,0.945095
1.499620,0.027464,0.945095,0.000258,0.191570,1.499730,0.021464,0.857877
1.499730,0.021464,0.857877,0.000232,0.192643,1.499656,0.026816,0.917426
1.499656,0.026816,0.917426,0.000209,0.193325,1.499646,0.027925,0.935639
1.499646,0.027925,0.935639,0.000188,0.193135,1.499653,0.028058,0.942300
1.499653,0.028058,0.942300,0.000169,0.192364,1.499666,0.027834,0.943601
1.499666,0.027834,0.943601,0.000152,0.191126,1.499783,0.021121,0.845140
1.499783,0.021121,0.845140,0.000137,0.192538,1.499705,0.026426,0.901092
1.499705,0.026426,0.901092,0.000123,0.194167,1.499677,0.028315,0.931268
1.499677,0.028315,0.931268,0.000111,0.194329,1.499682,0.028349,0.940087
1.499682,0.028349,0.940087,0.000100,0.193293,1.499691,0.028159,0.943742
1.499691,0.028159,0.943742,0.000090,0.192022,1.499753,0.024880,0.900781
1.499753,0.024880,0.900781,0.000081,0.191274,1.499819,0.020792,0.831463
1.499819,0.020792,0.831463,0.000073,0.192467,1.499730,0.026683,0.896733
1.499730,0.026683,0.896733,0.000066,0.194025,1.499698,0.028609,0.929887
1.499698,0.028609,0.929887,0.000059,0.192708,1.499701,0.028568,0.939658
1.499701,0.028568,0.939658,0.000053,0.190900,1.499819,0.021683,0.843900
1.499819,0.021683,0.843900,0.000048,0.189833,1.499833,0.020868,0.814114
1.499833,0.020868,0.814114,0.000043,0.191207,1.499830,0.021290,0.803759
1.499830,0.021290,0.803759,0.000039,0.192124,1.499723,0.027893,0.887882
1.499723,0.027893,0.887882,0.000035,0.191561,1.499808,0.022998,0.827348
1.499808,0.022998,0.827348,0.000031,0.189777,1.499822,0.022192,0.808825
1.499822,0.022192,0.808825,0.000028,0.188579,1.499822,0.022247,0.802071
1.499822,0.022247,0.802071,0.000025,0.187408,1.499819,0.022585,0.800744
1.499819,0.022585,0.800744,0.000023,0.184922,1.499817,0.022747,0.799488
1.499817,0.022747,0.799488,0.000021,0.180477,1.499815,0.022966,0.799919
1.499815,0.022966,0.799919,0.000019,0.177897,1.499815,0.022999,0.799225
1.499815,0.022999,0.799225,0.000017,0.170998,1.499814,0.023123,0.799835
1.499814,0.023123,0.799835,0.000015,0.166213,1.499815,0.023095,0.799199
1.499815,0.023095,0.799199,0.000014,0.156206,1.499902,0.016562,0.700111
1.499902,0.016562,0.700111,0.000012,0.150570,1.499909,0.016065,0.669260
1.499909,0.016065,0.669260,0.000011,0.141284,1.499902,0.016711,0.658563
1.499902,0.016711,0.658563,0.000010,0.135130,1.499893,0.017528,0.655975
1.499893,0.017528,0.655975,0.000009,0.122511,1.499947,0.012085,0.567714
1.499947,0.012085,0.567714,0.000008,0.113878,1.499955,0.011184,0.527209
1.499955,0.011184,0.527209,0.000007,0.106280,1.499948,0.012075,0.515090
1.499948,0.012075,0.515090,0.000006,0.090892,1.499981,0.006991,0.423781
1.499981,0.006991,0.423781,0.000006,0.081067,1.499984,0.006403,0.382302
1.499984,0.006403,0.382302,0.000005,0.064836,1.499979,0.007510,0.369871
1.499979,0.007510,0.369871,0.000005,0.053480,1.499996,0.002564,0.278462
1.499996,0.002564,0.278462,0.000004,0.034673,1.499997,0.002061,0.236951
1.499997,0.002061,0.236951,0.000004,0.022318,1.499994,-0.003399,0.124793
1.499994,-0.003399,0.124793,0.000003,0.004608,1.499996,-0.002830,0.089762
1.499996,-0.002830,0.089762,0.000003,-0.007331,1.499981,-0.007345,-0.008873
1.499981,-0.007345,-0.008873,0.000003,-0.024743,1.499981,-0.007355,-0.052696
1.499981,-0.007355,-0.052696,0.000003,-0.036542,1.499947,-0.012447,-0.165592
1.499947,-0.012447,-0.165592,0.000002,-0.052262,1.499954,-0.011636,-0.200860
1.499954,-0.011636,-0.200860,0.000002,-0.062487,1.499965,-0.010071,-0.212969
1.499965,-0.010071,-0.212969,0.000002,-0.079116,1.499921,-0.015283,-0.315725
1.499921,-0.015283,-0.315725,0.000002,-0.090279,1.499925,-0.014878,-0.347750
1.499925,-0.014878,-0.347750,0.000001,-0.105613,1.499871,-0.019590,-0.445424
1.499871,-0.019590,-0.445424,0.000001,-0.122091,1.499869,-0.019747,-0.488939
1.499869,-0.019747,-0.488939,0.000001,-0.130031,1.499792,-0.024937,-0.601738
1.499792,-0.024937,-0.601738,0.000001,-0.142793,1.499805,-0.024186,-0.636974
1.499805,-0.024186,-0.636974,0.000001,-0.149072,1.499828,-0.022658,-0.649073
1.499828,-0.022658,-0.649073,0.000001,-0.160686,1.499740,-0.027892,-0.751826
1.499740,-0.027892,-0.751826,0.000001,-0.166821,1.499748,-0.027501,-0.783850
1.499748,-0.027501,-0.783850,0.000001,-0.176246,1.499769,-0.026291,-0.794922
1.499769,-0.026291,-0.794922,0.000001,-0.180346,1.499789,-0.025128,-0.797630
1.499789,-0.025128,-0.797630,0.000001,-0.189874,1.499801,-0.024433,-0.799329
1.499801,-0.024433,-0.799329,0.000001,-0.195448,1.499690,-0.030503,-0.898756
1.499690,-0.030503,-0.898756,0.000000,-0.200238,1.499685,-0.030716,-0.929717
1.499685,-0.030716,-0.929717,0.000000,-0.201309,1.499702,-0.029898,-0.940449
