0.400000,0.000000,0.000000,2.000000,-0.000046,0.500000,0.000000,0.000000
0.500000,0.000000,0.000000,2.000000,-0.000048,0.600000,0.000000,0.000000
0.600000,0.000000,0.000000,1.800000,-0.000053,0.690000,0.000000,0.000000
0.690000,0.000000,0.000000,1.620000,-0.000058,0.771000,0.000000,0.000000
0.771000,0.000000,0.000000,1.458000,-0.000064,0.843900,0.000000,0.000000
0.843900,0.000000,0.000000,1.312200,-0.000070,0.909510,0.000000,0.000000
0.909510,0.000000,0.000000,1.180980,-0.000077,0.968559,0.000000,0.000000
0.968559,0.000000,0.000000,1.062882,-0.000085,1.021703,0.000000,0.000000
1.021703,0.000000,0.000000,0.956594,-0.000092,1.069533,0.000000,0.000000
1.069533,0.000000,0.000000,0.860934,-0.000101,1.112571,-0.004382,-0.045561
1.112571,-0.004382,-0.045561,0.774841,0.001069,1.151320,0.002131,0.031373
1.151320,0.002131,0.031373,0.697357,0.001513,1.186180,0.004833,0.052710
1.186180,0.004833,0.052710,0.627621,-0.000236,1.217569,-0.002067,-0.030785
1.217569,-0.002067,-0.030785,0.564859,-0.000822,1.245804,-0.004757,-0.054816
1.245804,-0.004757,-0.054816,0.508373,0.000967,1.271230,0.002171,0.030764
1.271230,0.002171,0.030764,0.457536,0.001624,1.294100,0.004748,0.056565
1.294100,0.004748,0.056565,0.411782,-0.000178,1.314696,-0.002242,-0.030665
1.314696,-0.002242,-0.030665,0.370604,-0.000837,1.333220,-0.004733,-0.057939
1.333220,-0.004733,-0.057939,0.333544,0.000987,1.349903,0.002309,0.030550
1.349903,0.002309,0.030550,0.300189,0.001749,1.364907,0.004724,0.059028
1.364907,0.004724,0.059028,0.270170,-0.000143,1.378421,-0.002366,-0.030434
1.378421,-0.002366,-0.030434,0.243153,-0.000882,1.390573,-0.004717,-0.059893
1.390573,-0.004717,-0.059893,0.218838,0.001027,1.401521,0.002415,0.030327
1.401521,0.002415,0.030327,0.196954,0.001749,1.411363,0.004712,0.060583
1.411363,0.004712,0.060583,0.177259,-0.000105,1.420231,-0.002455,-0.030232
1.420231,-0.002455,-0.030232,0.159533,-0.000890,1.428202,-0.004708,-0.061134
1.428202,-0.004708,-0.061134,0.143580,0.000996,1.435387,0.002489,0.030150
1.435387,0.002489,0.030150,0.129222,0.001867,1.441843,0.004706,0.061576
1.441843,0.004706,0.061576,0.116299,-0.000101,1.447663,-0.002517,-0.030080
1.447663,-0.002517,-0.030080,0.104670,-0.000935,1.452891,-0.004704,-0.061931
1.452891,-0.004704,-0.061931,0.094203,0.000967,1.457607,0.002540,0.030021
1.457607,0.002540,0.030021,0.084782,0.001848,1.461840,0.004702,0.062217
1.461840,0.004702,0.062217,0.076304,-0.000112,1.465661,-0.002558,-0.029972
1.465661,-0.002558,-0.029972,0.068674,-0.000959,1.469089,-0.004701,-0.062447
1.469089,-0.004701,-0.062447,0.061806,0.000933,1.472185,0.002574,0.029931
1.472185,0.002574,0.029931,0.055626,0.001821,1.474961,0.004700,0.062632
1.474961,0.004700,0.062632,0.050063,-0.000109,1.477469,-0.002586,-0.029898
1.477469,-0.002586,-0.029898,0.045057,-0.000991,1.479717,-0.004699,-0.062782
1.479717,-0.004699,-0.062782,0.040551,0.000969,1.481750,0.002596,0.029870
1.481750,0.002596,0.029870,0.036496,0.001778,1.483569,0.004699,0.062902
1.483569,0.004699,0.062902,0.032846,-0.000149,1.485217,-0.002604,-0.029848
1.485217,-0.002604,-0.029848,0.029562,-0.001033,1.486690,-0.004698,-0.063000
1.486690,-0.004698,-0.063000,0.026606,0.000919,1.488025,0.002611,0.029830
1.488025,0.002611,0.029830,0.023945,0.001728,1.489217,0.004698,0.063079
1.489217,0.004698,0.063079,0.021551,-0.000202,1.490300,-0.002617,-0.029815
1.490300,-0.002617,-0.029815,0.019395,-0.001091,1.491265,-0.004698,-0.063143
1.491265,-0.004698,-0.063143,0.017456,0.000853,1.492143,0.002621,0.029803
1.492143,0.002621,0.029803,0.015710,0.001669,1.492923,0.004697,0.063194
1.492923,0.004697,0.063194,0.014139,-0.000264,1.493635,-0.002625,-0.029793
1.493635,-0.002625,-0.029793,0.012725,-0.001158,1.494266,-0.004697,-0.063236
1.494266,-0.004697,-0.063236,0.011453,0.000778,1.494844,0.002628,0.029785
1.494844,0.002628,0.029785,0.010308,0.001593,1.495354,0.004697,0.063270
